Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Spain,Canary Islands,Apartamentos Casas Quemadas,,"Free public parking nearby,Street parking,Snorkelling,Windsurfing,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Non-smoking hotel,Sun terrace,",,3.5,"these apartment are nicely kept. there is  a roof terrace if you like the sun, this could be better equipped there were only 3 beds and two of those were broken. The kitchen was ill equipped considering it was self catering, no kettle or toaster 1 mug which I wouldn't use as the bottom of the handle was cracked through and ready to break....really was not impressed with the facilities. The shower was ok but the hot water did not last long enough to condition my hair even.  It was not badly situated 10 minute stroll to the dock along the sea front, or straight down to the dock via the street in front of the block."
Europe,Spain,Canary Islands,Hotel Riu Palace Tres Islas,,"Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Bicycle rental,Highchairs available,Car hire,WifiPool / beach towelsOutdoor poolFitness / spa changing roomsRestaurantBreakfast availableBreakfast buffetPoolside barDivingEvening entertainmentMeeting roomsSpaFacial treatmentsFoot massageFull body massageMassageBaggage storageCurrency exchangeSun deckSun loungers / beach chairsSun terraceSun umbrellas24-hour front deskLaundry service,Wifi,Pool / beach towels,Outdoor pool,Fitness / spa changing rooms,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Diving,Evening entertainment,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Massage,Baggage storage,Currency exchange,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Laundry service",,4.5,"Very good service,freindly and polite,about a 40 min walk to centre of town,10 min in cab.nicely situated on the beach.it is suited if you enjoy a walk as it is in a peaceful area.service was reasonably fast "
Europe,Spain,Canary Islands,La Caleta Surfhouse,ZenHotels.com,,,3.0,"La caleta è un ottimo punto di appoggio per poi visitare l'intera isola. Avevo prenotato la camera con bagno privato, da cui si gode di una vista spettacolare sul l'oceano. Nel prezzo c'è la possibilità di utilizzare la cucina e i luoghi comuni.  Camera grandissima, spaziosa è morto pulita. Lo stile anche é veramente particolare e molto accogliente!"
Europe,Russia,Southern District,Guesthouse Gorkogo 77,Booking.com,"Free public parking nearby,Free High Speed Internet (WiFi),Kid-friendly buffet,Babysitting,Kids' outdoor play equipment,Airport transportation,BBQ facilities,Non-smoking hotel,Street parkingStrollersShuttle bus serviceOutdoor furnitureShared kitchenExpress check-in / check-outPrivate check-in / check-outLaundry service,Street parking,Strollers,Shuttle bus service,Outdoor furniture,Shared kitchen,Express check-in / check-out,Private check-in / check-out,Laundry service",,,
Europe,Russia,Southern District,Villa Vera Hotel,,,,,
Europe,Spain,Andalucia,Cortijo El Guarda,,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Horseback riding,Highchairs available,Airport transportation,Fax / photocopying,WifiPool / beach towelsPool with viewOutdoor poolBar / loungeBreakfast in the roomMassageBaggage storageNon-smoking hotelSun terraceSun umbrellasExpress check-in / check-outPrivate check-in / check-outDry cleaningLaundry serviceIroning service,Wifi,Pool / beach towels,Pool with view,Outdoor pool,Bar / lounge,Breakfast in the room,Massage,Baggage storage,Non-smoking hotel,Sun terrace,Sun umbrellas,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service",,5.0,"We had a two night visit to this magical place in the country.  Nele and Rudy who run the hotel couldn't be more helpful or friendly.  The breakfasts were delicious with pastries baked by Nele and we had a wonderful dinner outside one night that was prepared by Nele.  Only five rooms make it an intimate environment with a chance to meet the other guests at breakfast or dinner.  The property is a 500 year old farmhouse that is as beautiful as the surrounding countryside.  My only suggestion for improvement is for better towels.  However, this is very minor compared with all the lovely aspects of the retreat.  I highly recommend it to those who want an escape."
Europe,Spain,Andalucia,Hostal Bellavista,,"Free public parking nearby,Free High Speed Internet (WiFi),Public wifi,Bar / lounge,Restaurant,Breakfast available,Sun terrace,",,3.0,"We visited the restaurant at the Hostel Bella Vista after walking the Roman ruins, the waiter was helpful although the service a little slow. We have a mixed paella made, he did warn us it would take 40 minutes because they make it freshly. In the mean time he brought bread, which was like the texture of cake, we asked for a different bread and he gave us a basket of a lighter more airy style of bread which was much better. He brought alioli dip which was also freshly made.  Mixed salad was okay, fresh leaves with tuna, shredded carrots, beetroot and olives.  The Paella for 3 people arrived, the flavor was good although I have had a better assortment of seafood on other paellas but there was nothing to complain about it was okay. "
Europe,Georgia,Adjara Region,Apartrooms for Rent,,,,,
Europe,Spain,Valencian Country,OYO Style Apartments Puerto,,"Laundry service,",,3.5,
Europe,Georgia,Adjara Region,Gantiadi,,,,,
Europe,Spain,Balearic Islands,Villas Panorama - Mirador,,"Children Activities (Kid / Family Friendly),",,,
Europe,Russia,Southern District,Turgeneva 293B,Booking.com,"Free parking,Street parking,Airport transportation,Shared kitchen,",,,
Europe,Russia,Southern District,Guest House Zemlianichnaia Poliana,,,,,
Europe,Germany,Baden-Wurttemberg,Gasthof und Pension Zum Engel,,,,3.0,"Einfache, aber saubere Zimmer, kein Wlan, kein TV, allerdings ist eine Fernsehraum vorhanden. Fast alle Zimmer verfügen über schönen Balkon mit herrlichen Blick ins Grüne. Sehr günstig, sehr gutes Frühstück. Für Übernachtungen, oder als Stützpunkt für einen Wanderurlaub ideal.  Die Küche im Gasthof (Abendessen) ist allerdings eher schlicht, wenngleich teuer."
Europe,Germany,Baden-Wurttemberg,Hanselhof,,"Children Activities (Kid / Family Friendly),Spa,",,4.5,We had a great time here! We rented a nice appartement with a great bathroom and fully equipped kitchen. The children had a great time playing with the other kids at the playground and fountain. The food (dinner and breakfast are available) was good and the surroundings were beatiful. 
Europe,Germany,Baden-Wurttemberg,Landgasthof Hotel Zum Walkenstein,Booking.com,"Free parking,Free High Speed Internet (WiFi),Internet,Restaurant,Hiking,Meeting rooms,Non-smoking hotel,",,4.5,"We were driving by and saw this hotel on the side of the highway, situated in a valley with big, green hills all around.  It was such a quiet place, we thought it would be a perfect place for our first night after a long day of flying.  The price was ok, a bit much for such an out of the way location, but you pay for this type of peacefulness and stunning scenery.  The staff were extremely friendly and courteous, the room was big and we asked for a view across the highway to the open field and hills.  We were given a nice room with an amazing view!  The meals in the restaurant were very good too!  The continental breakfast was good, not a lot of selection as other places I've been in, but enough for breakfast."
Europe,Germany,Baden-Wurttemberg,Venturhof,,,,,
Europe,Germany,Baden-Wurttemberg,Martinhansenhof,ZenHotels.com,"Free parking,Free High Speed Internet (WiFi),Outdoor dining area,Hiking,Non-smoking hotel,Outdoor furniture,",,5.0,"Ich war im Oktober mit meiner Familie für eine Woche auf dem Martinhansenhof. Die Ferienwohnung war sehr Modern und in einem Top Zustand. Der Ausblick war sehr schön und die Wohnung ist sehr schön gelegen. Dadurch das die Wohnung alleine steht und ein gutes Stück von der Straße entfernt ist, hat man überhaupt keine Störgeräusche oder ähnliches."
Europe,Germany,Baden-Wurttemberg,Gasthof Schluessel,,"Free parking,Free internet,Internet,Restaurant,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,",,4.5,"Small ""gasthaus"" with spacious rooms in traditional decor. The restaurant is packed with locals every night, and you will understand why. Service is friendly and genuine. Bikes or ski gear can be stored and dried in the basement. The area has 8 gorgeous MTB routes clearly marked with signs."
Europe,Germany,Baden-Wurttemberg,Landhaus Waldheim,,"Free parking,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Non-smoking hotel,",,3.0,"Seit mehreren Jahren machen wir mit Hund Ferien im Landhaus Waldheim. Das Landhaus Waldheim ist auf Menschen mit Hund ausgerichtet. Es bietet einfache Zimmer zu einem günstigen Preis, die Zimmer sind noch nicht alle vollständig renoviert aber sauber. Die Lage ist für Ausflüge mit dem Hund schön, vor dem Haus ist eine grosse Wiese zum Trainieren, auch ein Agi-Platz und ein Indoor Bereich fehlen nicht. Eigentümer und Personal sind äusserst freundlich. Alles ist unkompliziert, so dass es sich gut entspannen lässt."
Europe,Germany,Baden-Wurttemberg,Samhof,,,,,
Europe,Germany,Baden-Wurttemberg,Camping Hochschwarzwald,,"Children Activities (Kid / Family Friendly),",,5.0,"Friendly hosts with a great campground.  Plenty of space for tents, and you can park your car right up in your site.  No need to park and then carry your equipment.   Restaurant on site is welcoming and serves good beer."
Europe,Germany,Baden-Wurttemberg,Privatzimmer in bester Altstadtlage,,"Children Activities (Kid / Family Friendly),",,,
Europe,Germany,Baden-Wurttemberg,"Hotel Waldsee, Waldachtal",,"Restaurant,Children Activities (Kid / Family Friendly),",,4.0,"we waren hier voor een kort bezoek. De lieve dame, die ons ontving, was zo vriendelijk om de lekkerste pannenkoeken te bakken. Om dat het eigenlijk nog niet open was hebben we er des te meer van genoten. Zeker voor herhaling vatbaar :-)"
Europe,Germany,Baden-Wurttemberg,Exclusive Businessapartements,,,,,
Europe,Germany,Baden-Wurttemberg,Campingplatz Schachenhorn,,"Restaurant,Pets Allowed ( Dog / Pet Friendly ),",,2.5,"Beautiful spot to have a multi type campsite unfortunately there are several things that let it down including specific times to do recycling which don't seem to tally with meal times when I would anticipate most people would have empty recyclable containers, and considering we recycled was massively impressed upon by the biker who accompanied us 15m to our camp spot! Plus only cold water for washing dishes which let's face it is neither hygienic nor expected when you're paying €30 a night for the privilege, as I said very scenic and so far no insurmountable noise or problems from such a large populous, but, sort the important stuff first?"
Europe,Russia,Southern District,Gostevoy Dom Na Lazurnoy,,,,,
Europe,Spain,Balearic Islands,COOEE Aparthotel & Suites Cap de Mar,,"Free High Speed Internet (WiFi),Pool,Bar / lounge,Beach,Bicycle rental,Car hire,Business Centre with Internet Access,Fax / photocopying,Public wifiHot bathIndoor poolOutdoor poolRestaurantBreakfast buffetGolf courseHikingBilliardsDartsTable tennisSpaHammamMassageSalonRooftop terraceBaggage storageCurrency exchangeNon-smoking hotel24-hour front deskDry cleaningLaundry service,Public wifi,Hot bath,Indoor pool,Outdoor pool,Restaurant,Breakfast buffet,Golf course,Hiking,Billiards,Darts,Table tennis,Spa,Hammam,Massage,Salon,Rooftop terrace,Baggage storage,Currency exchange,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service",,4.0,"Stayed here for four nights in early September and overall a lovely hotel that I would return to and would recommend to others.  One of our party of four is in a wheelchair and it’s a really accessible hotel. Two small points - it would be good to have toilets on the ground floor rather than having to go up and down in the lift to the basement and the slope to the promenade was very steep for going down in a wheelchair / mobility scooter. Although we didn’t use it, the hoist into the pool looked very easy and accessible. There’s also a disabled friendly beach right across from the hotel.  Rooms are a good size and a lovely touch with a free bottle of water, bottle of Cava and fresh fruit platter as a welcome gift.  The view from the balcony in the sea view rooms is stunning -"
Europe,Spain,Balearic Islands,Aparthotel Aquasol,,"Wifi,Pool,Bar / lounge,Game room,Billiards,Children Activities (Kid / Family Friendly),Kids club,Airport transportation,Paid wifiOutdoor poolRestaurantBreakfast buffetSnack barPoolside barDartsEntertainment staffEvening entertainmentTable tennisCar hireMassageBBQ facilitiesSun loungers / beach chairsSun terraceSun umbrellasLaundry service,Paid wifi,Outdoor pool,Restaurant,Breakfast buffet,Snack bar,Poolside bar,Darts,Entertainment staff,Evening entertainment,Table tennis,Car hire,Massage,BBQ facilities,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Laundry service",,4.0,"We stayed here as a family of 4 end of July 2020, a week after it had re-opened due to Coronavirus, and unfortunately until it had to close again on the last day of our holiday. So, a lot of the facilities (main restaurant, kids club etc.) were not available.However, we had a very enjoyable stay. The pool is lovely, very quiet due to the small number of guests. Toilets at the pool better than ones in most restaurants, and a lifeguard on duty. The food at the poolside snack bar was lovely, we ate here a few times. Our room had everything we needed. Really appreciate the free wi-fi, air-con and safe. It's a great location. 5 minute walk to the beach and all the restaurants and bars. Hope to return next year."
Europe,Russia,Southern District,Guest House Livadiya,,,,,
Europe,Russia,Southern District,Villa More,,"Airport transportation,BBQ facilities,Non-smoking hotel,24-hour front desk,",,,
Europe,Russia,Southern District,Morskoy Konek,,"Free private parking nearby,Free High Speed Internet (WiFi),Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Baggage storage,Non-smoking hotel,24-hour front desk,Laundry service,Laundry service",,,
Europe,Russia,Southern District,Yuzhnyy Dom,ZenHotels.com,,,5.0,"тихо, мило и уютно! ))) недорого, есть совсем эконом-вариант, с удобствами на этаже (а этаж совсем маленький ))) ), есть чуточку подороже со всем соответствующим в номере. При желании можно выбрать двухкомнатный люкс с мини-кухней и обеденной зоной, идеально для компании или семьи. Не перегружен постояльцами (на отдыхе это дополнительный ""плюс"") - так как совсем небольшое количество комнат - столько, сколько может вместить трехэтажный коттедж средних размеров. Зато! Есть Wi Fi! как выяснилось, в результате поисков в интернете, такая ""роскошь"" далеко не везде и в лучшем случае в общем холле ((( наверное, не самое близкое место к морю, но, может быть, это даже и Вам покажется дополнительным ""плюсом"". По крайней мере, для нас оказалось именно так. Потому что, выбирая каждый раз"
Europe,Spain,Balearic Islands,Gorrion Two Bedroom,ZenHotels.com,,,,
Europe,Russia,Southern District,Uyut,,"Children Activities (Kid / Family Friendly),",,,
Europe,Russia,Southern District,Uyut Guest House,,,,,
Europe,Russia,Southern District,Dom Na Zemle Pod Klyuch,,,,,
Europe,Russia,Southern District,Eden-G,,"Free parking,Free High Speed Internet (WiFi),Wifi,Bar / lounge,Children Activities (Kid / Family Friendly),Airport transportation,Self-serve laundry,",,5.0,"Все понравилось. Новый гостевой дом, везде чистота. Всё абсолютно новое: дом, ремонт, мебель, бытовая техника, посуда очень приятно находиться. Тихий микрорайон. На территории гостевого дома есть кухня со всем необходимым для самостоятельного приготовления пищи. Во дворе мангал, столики под навесом. Комфортно можно посидеть вечерком. Для детей сделали специальную площадку с бассейном и батутами. На всей территории гостевого дома отличный WIFI. Отдельно хочется отметить доброжелательных хозяев, ну очень отзывчивые хозяева. Большое спасибо за отдых)"
Europe,Spain,Basque Country,Pension Nino Jesus,,,,,
Europe,Spain,Balearic Islands,Hotel THB Mirador,,"Parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Kids club,Shuttle bus service,WifiHot bathIndoor poolHeated poolRestaurantBreakfast availableBreakfast buffetConference facilitiesSpaRooftop terraceConciergeNon-smoking hotelDry cleaningLaundry service,Wifi,Hot bath,Indoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Conference facilities,Spa,Rooftop terrace,Concierge,Non-smoking hotel,Dry cleaning,Laundry service",,3.5,"amazing hotel with great service. really enjoying my vacation in Mallorca in THB Mirador hotel. great, huge and very light room with a sea view and big and soft bed, breakfast is also good, you can find what  you want, impressed to see almond and soy milk. big thank you to Nacho for helping me with the room and answering to all my question with regard to my stay. highly recommended. if I come back will definitely choose this hotel."
Europe,Germany,Baden-Wurttemberg,Waldkirch bei Freiburg,,"Free parking,Street parking,Free High Speed Internet (WiFi),Hiking,Tennis court offsite,Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,Shared kitchen,Board games / puzzles,Board games / puzzles",,,
Europe,Germany,Baden-Wurttemberg,Hotel-Pension Schatzle,,"Free parking,Street parking,Free High Speed Internet (WiFi),Game room,Skiing,Non-smoking hotel,Shared lounge / TV area,Sun terrace,",,5.0,"This hotel is very clean. The rooms are large and beds comfortable. There is limited off road parking, but the on road parking is right outside the hotel down a relatively quiet street. The owners are lovely, very welcoming and obliging.  The hotel is walking distance to a great pizzeria. Triberg is a short drive with plenty of shops, cafes and bars. "
Europe,Germany,Baden-Wurttemberg,Gaestehaus Seliger,,"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel,",,4.5,
Europe,Germany,Baden-Wurttemberg,Hotel Gasthof Eisenbahn,,"Free parking,Free High Speed Internet (WiFi),Wifi,Restaurant,Conference facilities,Banquet room,Meeting rooms,Non-smoking hotel,",,4.5,"check in was quick and was no problem. When i entered the room the first thing that i noticed was the they forgot to turn on the heating. It was winter and it was very cold in the room and bath. The equipment was very poor. An old table which looket like it was standing in the garden before they decidet to use it in the room. The TV was mounted to the ceiling and was so small that it was hard to look into it for a longer time. The craziest think was a light bulb with no lampshade which was mounted to a lower part of the ceiling. I´m normal size, and there where only 10cm between my head and the light bulb. If a guest which is a little bit taller lives in this room, he will be in danger to run against this uncovered bulb and crash it with his forehead. No fun. The bed made noises"
Europe,Germany,Baden-Wurttemberg,Privathotel Zur Freystatt am Wasserschloss - Hotel Garni & Pension,,"Free public parking nearby,Free High Speed Internet (WiFi),Breakfast available,Golf course,Hiking,Highchairs available,Convenience store,Newspaper,Street parkingWifiBreakfast buffetMini golfBicycle toursCanoeing offsiteTennis court offsiteWalking toursNon-smoking hotelExpress check-in / check-outPrivate check-in / check-out,Street parking,Wifi,Breakfast buffet,Mini golf,Bicycle tours,Canoeing offsite,Tennis court offsite,Walking tours,Non-smoking hotel,Express check-in / check-out,Private check-in / check-out",,4.0,"Had one night here on our way to Lake Tegernsee.Perfect in every way,from sumptuous food to perfect location by the wasserschloss (castle with a moat).Hostess really accommodating and speaks English better than me.Hope to return."
Europe,Spain,Balearic Islands,Apartamentos Ponent,,"Free public parking nearby,Street parking,Free High Speed Internet (WiFi),Beach,Golf course,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Washing machine,HikingHorseback ridingSnorkellingTennis courtWindsurfingCanoeing offsiteSquash offsite,Hiking,Horseback riding,Snorkelling,Tennis court,Windsurfing,Canoeing offsite,Squash offsite",,,
Europe,Spain,Balearic Islands,Hostel Montesol,,"Free parking,Pool,Bar / lounge,Billiards,Pets Allowed ( Dog / Pet Friendly ),Car hire,Non-smoking hotel,24-hour front desk,Street parkingOutdoor poolRestaurant,Street parking,Outdoor pool,Restaurant",,2.5,"My husband and myself have just arrived home after 5 days all inclusive at the Chevy Hotel. We arrived late morning, the receptionist informed us that the Hostal Montesol that we had booked was closed... however they had upgraded our accommodation to the hotel chevy at no extra cost! Bonus! Therefore my review regarding accommodation is regarding the hotel chevy but the facilities reviewed are applicable to the Hostal Montesol. We had already paid for all inclusive but the room upgrade was very much appreciated!  ROOM - We stayed in room 110 opposite the reception. The room was big, extremely clean and very well equipped. There was a hairdryer, aircon (€7 per day), hair & bodywash, safe (unsure of costs as we did not use it), free wifi and tv (no english channels but we didn't"
Europe,Spain,Balearic Islands,Blue Sea Cala Millor,,"Street parking,Wifi,Pool,Free breakfast,Game room,Evening entertainment,Children Activities (Kid / Family Friendly),Car hire,Outdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetPoolside barSolariumBaggage storageSun umbrellas24-hour front desk,Outdoor pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Solarium,Baggage storage,Sun umbrellas,24-hour front desk",,3.5,My review is late as I’ve just come back to check the recent ones having just booked again for September 2020!   Stayed here with my husband in October 2018 half board and really enjoyed it. The room was spacious and clean and we were given the sea view we asked for. The balcony was lovely to sit on in the morning and the evening and the walk to the beach and shops is very short.   The staff were all really kind and the dude behind the counter seems to speak several languages fluently and switches seamlessly lol very impressive!  Anyway the food selection was great there was always plenty of things that we liked. The juice machines were awesome.   We have chosen all inclusive this time to take advantage of the rest of the offerings as we enjoyed them so much last time!
Europe,Spain,Balearic Islands,Sol Guadalupe by Melia,,"Parking,Free High Speed Internet (WiFi),Pool,Sauna,Bar / lounge,Game room,Billiards,Children Activities (Kid / Family Friendly),Public wifiIndoor poolOutdoor poolRestaurantBreakfast availableBreakfast buffetSnack barSpecial diet menusPoolside barEntertainment staffEvening entertainmentTable tennisKids clubAirport transportationCar hireTaxi serviceMeeting roomsFax / photocopyingBaggage storageCurrency exchangeSun loungers / beach chairsSun terrace24-hour front deskDry cleaningLaundry serviceIroning service,Public wifi,Indoor pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Special diet menus,Poolside bar,Entertainment staff,Evening entertainment,Table tennis,Kids club,Airport transportation,Car hire,Taxi service,Meeting rooms,Fax / photocopying,Baggage storage,Currency exchange,Sun loungers / beach chairs,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Ironing service",,4.0,Hi I booked the hotel direct with the guadalupe and may I say very good service .On arrival Jose and Francesca greeted us on arrival. Hotel overall no problems clean rooms friendly staff. I've been staying at this hotel for over 20 years.My only complaint was the evening meal nice selection but the hot food was cold which ruined my mother's holiday.I saw the hotel manager who said he would try and find out the problem he came back to say that they really couldn't do much about it. So we had to go outside the hotel for food. The 2 bottles of  Cava were very nice I will be  back but not with mother.
Europe,Germany,Baden-Wurttemberg,Hotel Klosterhof,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Game room,Golf course,Children's television networks,Street parkingWifiIndoor poolHeated poolCoffee shopRestaurantKids' mealsWine / champagneHikingDartsFishingTable tennisBoard games / puzzlesChildren Activities (Kid / Family Friendly)Pets Allowed ( Dog / Pet Friendly )Airport transportationShuttle bus serviceFax / photocopyingSpaSki In / Ski OutConvenience storeNon-smoking hotelOutdoor furnitureShared lounge / TV areaSun terrace,Street parking,Wifi,Indoor pool,Heated pool,Coffee shop,Restaurant,Kids' meals,Wine / champagne,Hiking,Darts,Fishing,Table tennis,Board games / puzzles,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shuttle bus service,Fax / photocopying,Spa,Ski In / Ski Out,Convenience store,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun terrace",,3.5,"We decided last minute to change our reservation in Strasburg to Kniebis so that we could drive the route 500. This hotel is situated perfectly if you want to drive from Baden Baden to Freudenstadt and stay  somewhere quiet with no frills. In our review via booking.com we commented that we thought that it was unfortunate that the hotel pool had an extra cost, since it is clearly the only highlight of the hotel. This is clearly started in the hotel info, and we did not bother to ask. After this we recieved an extremely rude reply to our review, confirming the lack of interest in understanding customer wishes."
Europe,Germany,Baden-Wurttemberg,Feriendorf Oefingen,,"Free parking,Free High Speed Internet (WiFi),Wifi,Restaurant,Babysitting,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Ski In / Ski Out,",,4.0,The place is really nice. The house was really great. They have a restaurant in the village with very good service. If you need something they also have a kiosk with the basic things. People is very nice and the surroundings are incredible. I totally recommend the place for families and friends.    
Europe,Germany,Baden-Wurttemberg,Villa Landenberger Outlet City Metzingen,,,,,
Europe,Germany,Baden-Wurttemberg,NaturKulturHotel Stumpf,Booking.com,"Free parking,Free High Speed Internet (WiFi),Pool,Sauna,Free breakfast,Bicycle rental,Hiking,Babysitting,Street parkingWifiHot bathPool / beach towelsIndoor poolBar / loungeRestaurantBreakfast buffetSpecial diet menusWine / champagneTennis courtBoard games / puzzlesChildren Activities (Kid / Family Friendly)Pets Allowed ( Dog / Pet Friendly )Meeting roomsFax / photocopyingSpaBody wrapFacial treatmentsMakeup servicesManicureMassagePedicureSalonSteam roomWaxing servicesBaggage storageNewspaperNon-smoking hotelOutdoor furniturePicnic areaSun loungers / beach chairsSun terraceATM on siteExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,Street parking,Wifi,Hot bath,Pool / beach towels,Indoor pool,Bar / lounge,Restaurant,Breakfast buffet,Special diet menus,Wine / champagne,Tennis court,Board games / puzzles,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Fax / photocopying,Spa,Body wrap,Facial treatments,Makeup services,Manicure,Massage,Pedicure,Salon,Steam room,Waxing services,Baggage storage,Newspaper,Non-smoking hotel,Outdoor furniture,Picnic area,Sun loungers / beach chairs,Sun terrace,ATM on site,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine","  14,045",3.5,..it is a bit out of the way ... but the location and the view from the upper rooms is fantastic over the Odenwald .... the staff is very friendly and courteous ... but ... it is missing personal ... my The room has been refreshed .. the bathroom completely renovated ... very good WIFI ... a bottle of water for free ... great wellness area and great pool ... the vegetarian dinner was a treat .. the waiter was not motivated. but not unfriendly ... the breakfast is rich and varied ... for a weekend I would come back ... Thank you for the nice stay ...
Europe,Spain,Balearic Islands,Boutique Hostal Oriola,,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Bicycle rental,Diving,Books, DVDs, music for children,Shuttle bus service,Car parkWifiOutdoor poolSaltwater poolFence around poolBar / loungeCoffee shopBreakfast buffetHikingSnorkellingTable tennisBoard games / puzzlesCar hireFax / photocopyingSolariumConciergeNon-smoking hotel24-hour front deskLaundry service,Car park,Wifi,Outdoor pool,Saltwater pool,Fence around pool,Bar / lounge,Coffee shop,Breakfast buffet,Hiking,Snorkelling,Table tennis,Board games / puzzles,Car hire,Fax / photocopying,Solarium,Concierge,Non-smoking hotel,24-hour front desk,Laundry service",,4.5,"We stayed in this small hotel for a week during a birding trip to Mallorca - it is relatively close to the best birding sites of the island: e.g. Parc Natural de s’Albufera and the Boquer Valley. It is also MUCH more peaceful than the nearby Port of Pollença and Alcudia. The hotel is small and was relatively quiet - both great assets in our view. Other assets were the terraced bar, with excellent beer, and the restaurant. For some reason the restaurant was extremely quiet in the evenings, where a daily menu was available with three courses with a choice from two starters, two mains and a dessert, and a drink - for 23 Euros per person. Every dinner we had was excellent and home cooked, and it was surprising to us why it wasn’t more popular. The breakfasts, which were included"
Europe,Spain,Balearic Islands,Live Mallorca Hostel,ZenHotels.com,,,,
Europe,Russia,Southern District,Guest House U Kosmosa,,,,,
Europe,Russia,Southern District,Domashniy Ochag Guest House,,,,,
Europe,Russia,Southern District,Chastnyi Sektor Nadezhda,,,,,
Europe,Germany,Baden-Wurttemberg,Inn Metzgerei Schwert,,"Soundproof rooms,Desk,Safe,Seating area,Telephone,Refrigerator,Bath / shower,Hair dryer,Wake-up service / alarm clock,Wake-up service / alarm clock",,,
Europe,Germany,Baden-Wurttemberg,Pension Isolde,,,,5.0,"Pocas veces me arriesgo a reservar en un sitio que no está publicado en internet con miles de fotos. Esta vez arriesgué y me lancé. Un acierto total. Un pequeño apartamento acogedor, perfectamente decorado con unas vistas increíbles. La familia que lo regenta es muy amable.  No os dejéis engañar por la palabra pensión puesto que nada tiene que ver con lo que estamos acostumbrados a ver cómo pensión en España. Es un landhaus, que es como una casa rural, llena de apartamentos y que tienen algunas cosas en común: este tiene piscina climatizada con unas vistas fantásticas (además tienes una maquina centrífuga que seca los bañadores), Ping pong, futbolín, y máquinas de gimnasio.  También debo indicar que nos pusieron cuna sin cargo alguno. El precio está realmente genial.. Nosotros"
Europe,Germany,Baden-Wurttemberg,Waldhotel Sommerberg,,"Free parking,Free internet,Pool,Indoor pool,Bar / lounge,Restaurant,Spa,Non-smoking hotel,Breakfast buffet,Breakfast buffet",,4.5,"This hotel is typical in many ways of the type to be found in the Black Forest: family-run, conservative, a slightly older clientele, but it is a delight. The rooms - the fourth floor, especially - are beautifully done - and the views over the valley are to die for. However, the real joy is the welcome. The locals in the Forest are generally pretty easy-going and pleasant, but the Sommerberg are a step up from even that high standard. The dog is cute, too, even if there is a risk of falling over him in the lobby. Highly recommend "
Europe,Germany,Baden-Wurttemberg,Hotel Inn Zum Rappen,,"Free High Speed Internet (WiFi),Internet,Restaurant,",,4.0,
Europe,Spain,Basque Country,Albergue Abaraxka Aterpetxea,,"Free parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Bar / lounge,Game room,Hiking,Indoor play area for children,Kids' outdoor play equipment,RestaurantKids' mealsSnack barBoard games / puzzlesPets Allowed ( Dog / Pet Friendly )Meeting roomsNewspaperNon-smoking hotelOutdoor furniturePicnic areaShared lounge / TV area,Restaurant,Kids' meals,Snack bar,Board games / puzzles,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Newspaper,Non-smoking hotel,Outdoor furniture,Picnic area,Shared lounge / TV area",,4.0,
